GEO_ID,NAME,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M
1500000US360594156002,"Block Group 2, Census Tract 4156, Nassau County, New York",945,213,945,213,945,213,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594081006,"Block Group 6, Census Tract 4081, Nassau County, New York",1460,353,1302,326,1075,288,0,12,0,12,227,252,0,12,0,12,0,12,0,12,0,12,158,175,78,126,0,12,0,12,0,12,0,12,0,12,80,122,0,12,80,122
1500000US360594090003,"Block Group 3, Census Tract 4090, Nassau County, New York",769,226,594,180,549,172,0,12,0,12,45,62,0,12,0,12,0,12,0,12,0,12,175,152,87,78,0,12,0,12,0,12,0,12,88,137,0,12,0,12,0,12
1500000US360593031012,"Block Group 2, Census Tract 3031.01, Nassau County, New York",1166,264,1157,267,378,139,95,140,0,12,684,273,0,12,0,12,0,12,0,12,0,12,9,13,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595216013,"Block Group 3, Census Tract 5216.01, Nassau County, New York",1387,298,1330,302,1320,301,0,12,0,12,0,12,0,12,0,12,10,15,0,12,10,15,57,58,57,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594106005,"Block Group 5, Census Tract 4106, Nassau County, New York",558,355,190,153,129,116,0,12,0,12,61,99,0,12,0,12,0,12,0,12,0,12,368,323,189,195,0,12,0,12,0,12,0,12,179,233,0,12,0,12,0,12
1500000US360594169002,"Block Group 2, Census Tract 4169, Nassau County, New York",1716,336,1644,351,1630,350,0,12,0,12,7,12,0,12,0,12,7,11,0,12,7,11,72,59,72,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594165001,"Block Group 1, Census Tract 4165, Nassau County, New York",651,364,451,334,15,23,175,168,0,12,222,264,0,12,0,12,39,64,39,64,0,12,200,158,68,116,0,12,0,12,0,12,0,12,132,114,0,12,0,12,0,12
1500000US360595209003,"Block Group 3, Census Tract 5209, Nassau County, New York",687,164,673,162,673,162,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,25,14,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594138034,"Block Group 4, Census Tract 4138.03, Nassau County, New York",1340,337,941,310,368,130,471,324,0,12,88,88,0,12,14,21,0,12,0,12,0,12,399,275,46,61,120,173,0,12,0,12,0,12,184,204,49,79,49,79,0,12
1500000US360595206001,"Block Group 1, Census Tract 5206, Nassau County, New York",1126,269,1070,257,840,184,0,12,0,12,210,184,0,12,0,12,20,21,0,12,20,21,56,74,56,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595195003,"Block Group 3, Census Tract 5195, Nassau County, New York",1385,337,1301,307,688,200,0,12,0,12,592,260,0,12,0,12,21,26,0,12,21,26,84,143,84,143,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360593029003,"Block Group 3, Census Tract 3029, Nassau County, New York",1017,228,964,208,756,193,0,12,0,12,208,131,0,12,0,12,0,12,0,12,0,12,53,58,53,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595210004,"Block Group 4, Census Tract 5210, Nassau County, New York",861,238,794,233,749,224,0,12,0,12,45,65,0,12,0,12,0,12,0,12,0,12,67,79,19,21,0,12,0,12,0,12,48,75,0,12,0,12,0,12,0,12
1500000US360595203005,"Block Group 5, Census Tract 5203, Nassau County, New York",725,212,679,213,644,210,17,30,0,12,5,9,0,12,0,12,13,19,0,12,13,19,46,56,46,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595180002,"Block Group 2, Census Tract 5180, Nassau County, New York",948,599,763,559,406,235,21,35,0,12,0,12,0,12,336,517,0,12,0,12,0,12,185,235,185,235,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595197041,"Block Group 1, Census Tract 5197.04, Nassau County, New York",1118,264,1075,257,871,199,0,12,0,12,204,227,0,12,0,12,0,12,0,12,0,12,43,50,43,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594101005,"Block Group 5, Census Tract 4101, Nassau County, New York",1263,364,1226,347,1111,368,44,54,0,12,39,60,0,12,0,12,32,51,0,12,32,51,37,58,37,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594122002,"Block Group 2, Census Tract 4122, Nassau County, New York",1338,337,1096,315,1056,313,0,12,0,12,40,63,0,12,0,12,0,12,0,12,0,12,242,78,121,111,0,12,0,12,0,12,0,12,121,85,0,12,0,12,0,12
1500000US360593009002,"Block Group 2, Census Tract 3009, Nassau County, New York",1122,206,1115,210,512,218,76,84,15,18,492,171,0,12,0,12,20,33,0,12,20,33,7,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360593011012,"Block Group 2, Census Tract 3011.01, Nassau County, New York",2610,634,1770,491,1081,384,36,54,34,50,496,325,0,12,0,12,123,104,0,12,123,104,840,466,557,367,0,12,0,12,0,12,0,12,283,314,0,12,0,12,0,12
1500000US360594074022,"Block Group 2, Census Tract 4074.02, Nassau County, New York",1400,270,652,204,29,35,571,194,0,12,0,12,0,12,0,12,52,60,26,43,26,41,748,262,386,226,0,12,0,12,0,12,0,12,322,218,40,62,0,12,40,62
1500000US360595208001,"Block Group 1, Census Tract 5208, Nassau County, New York",1211,298,1001,259,982,256,0,12,0,12,19,30,0,12,0,12,0,12,0,12,0,12,210,227,53,67,0,12,0,12,0,12,0,12,157,215,0,12,0,12,0,12
1500000US360594124001,"Block Group 1, Census Tract 4124, Nassau County, New York",998,231,965,244,949,247,0,12,0,12,16,24,0,12,0,12,0,12,0,12,0,12,33,51,33,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594051007,"Block Group 7, Census Tract 4051, Nassau County, New York",784,287,751,295,3,3,520,220,0,12,228,236,0,12,0,12,0,12,0,12,0,12,33,59,33,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595182013,"Block Group 3, Census Tract 5182.01, Nassau County, New York",1386,144,1363,141,1261,135,35,33,0,12,50,31,0,12,13,12,4,5,0,12,4,5,23,31,4,5,0,12,0,12,0,12,0,12,5,8,14,22,14,22,0,12
1500000US360593042042,"Block Group 2, Census Tract 3042.04, Nassau County, New York",2716,648,980,445,0,12,915,420,0,12,0,12,0,12,65,124,0,12,0,12,0,12,1736,617,236,234,7,12,0,12,0,12,48,74,1406,619,39,63,39,63,0,12
1500000US360594075011,"Block Group 1, Census Tract 4075.01, Nassau County, New York",1744,437,1039,359,33,32,927,362,0,12,71,67,0,12,8,13,0,12,0,12,0,12,705,357,270,227,30,47,0,12,0,12,0,12,213,253,192,201,0,12,192,201
1500000US360594158022,"Block Group 2, Census Tract 4158.02, Nassau County, New York",1566,307,1368,296,1291,298,3,7,0,12,50,50,0,12,0,12,24,26,13,19,11,18,198,152,119,115,11,17,0,12,20,30,0,12,48,54,0,12,0,12,0,12
1500000US360594059001,"Block Group 1, Census Tract 4059, Nassau County, New York",1526,309,1475,321,1313,277,43,66,0,12,48,68,0,12,0,12,71,95,0,12,71,95,51,60,51,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594123011,"Block Group 1, Census Tract 4123.01, Nassau County, New York",1858,268,1304,219,1167,237,0,12,0,12,124,115,0,12,5,9,8,13,0,12,8,13,554,200,278,105,15,23,0,12,0,12,0,12,40,61,221,206,134,188,87,101
1500000US360594072012,"Block Group 2, Census Tract 4072.01, Nassau County, New York",1844,484,575,353,5,5,557,352,0,12,6,10,0,12,0,12,7,11,0,12,7,11,1269,496,48,72,0,12,0,12,0,12,0,12,1150,476,71,108,0,12,71,108
1500000US360594132001,"Block Group 1, Census Tract 4132, Nassau County, New York",430,229,336,184,311,175,0,12,0,12,25,31,0,12,0,12,0,12,0,12,0,12,94,137,94,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360593013004,"Block Group 4, Census Tract 3013, Nassau County, New York",940,343,523,164,450,163,13,21,0,12,41,42,0,12,12,19,7,12,0,12,7,12,417,341,361,340,28,51,0,12,0,12,0,12,28,44,0,12,0,12,0,12
1500000US360594160003,"Block Group 3, Census Tract 4160, Nassau County, New York",1124,229,902,195,895,198,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,222,188,222,188,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360593036001,"Block Group 1, Census Tract 3036, Nassau County, New York",1115,447,793,295,623,299,101,116,0,12,42,52,0,12,0,12,27,44,0,12,27,44,322,306,99,100,0,12,0,12,6,16,0,12,164,235,53,110,53,110,0,12
1500000US360594154023,"Block Group 3, Census Tract 4154.02, Nassau County, New York",919,248,802,257,802,257,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,117,124,108,125,0,12,0,12,0,12,0,12,0,12,9,14,0,12,9,14
1500000US360593023001,"Block Group 1, Census Tract 3023, Nassau County, New York",1680,298,1671,300,822,258,34,53,0,12,786,229,0,12,0,12,29,43,0,12,29,43,9,14,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594169001,"Block Group 1, Census Tract 4169, Nassau County, New York",1299,301,1268,296,1250,298,7,7,0,12,10,12,0,12,0,12,1,3,0,12,1,3,31,40,10,14,0,12,0,12,15,29,0,12,2,8,4,8,0,12,4,8
1500000US360595178022,"Block Group 2, Census Tract 5178.02, Nassau County, New York",855,206,824,194,815,195,0,12,0,12,9,13,0,12,0,12,0,12,0,12,0,12,31,35,21,23,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12
1500000US360594067021,"Block Group 1, Census Tract 4067.02, Nassau County, New York",2496,415,1837,387,74,51,1751,388,0,12,0,12,0,12,0,12,12,19,0,12,12,19,659,355,330,285,53,51,0,12,0,12,0,12,151,176,125,160,111,156,14,23
1500000US360593019001,"Block Group 1, Census Tract 3019, Nassau County, New York",1167,236,1149,237,920,255,0,12,0,12,209,90,0,12,0,12,20,29,0,12,20,29,18,21,8,14,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12
1500000US360594168022,"Block Group 2, Census Tract 4168.02, Nassau County, New York",1881,401,1490,326,1471,326,0,12,0,12,19,26,0,12,0,12,0,12,0,12,0,12,391,281,193,227,0,12,0,12,0,12,0,12,154,177,44,63,0,12,44,63
1500000US360595183003,"Block Group 3, Census Tract 5183, Nassau County, New York",1586,275,1421,248,1141,244,3,6,0,12,268,138,0,12,0,12,9,14,0,12,9,14,165,129,165,129,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594054003,"Block Group 3, Census Tract 4054, Nassau County, New York",1364,580,896,489,304,182,222,280,0,12,370,430,0,12,0,12,0,12,0,12,0,12,468,375,118,200,0,12,0,12,0,12,0,12,350,426,0,12,0,12,0,12
1500000US360594055001,"Block Group 1, Census Tract 4055, Nassau County, New York",1373,327,1302,322,1021,303,101,160,0,12,180,164,0,12,0,12,0,12,0,12,0,12,71,76,71,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595201001,"Block Group 1, Census Tract 5201, Nassau County, New York",1014,316,971,320,884,301,0,12,0,12,87,121,0,12,0,12,0,12,0,12,0,12,43,61,43,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594113011,"Block Group 1, Census Tract 4113.01, Nassau County, New York",1160,284,1075,260,941,263,89,93,0,12,28,27,0,12,0,12,17,24,0,12,17,24,85,84,79,85,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12
1500000US360595218022,"Block Group 2, Census Tract 5218.02, Nassau County, New York",1700,199,1620,209,1511,208,0,12,0,12,90,62,0,12,0,12,19,30,0,12,19,30,80,65,69,64,0,12,0,12,11,17,0,12,0,12,0,12,0,12,0,12
1500000US360594064007,"Block Group 7, Census Tract 4064, Nassau County, New York",1088,373,999,324,999,324,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,89,139,89,139,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594097002,"Block Group 2, Census Tract 4097, Nassau County, New York",1485,305,1186,245,1170,242,0,12,0,12,16,26,0,12,0,12,0,12,0,12,0,12,299,179,282,178,0,12,17,25,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594154013,"Block Group 3, Census Tract 4154.01, Nassau County, New York",2962,428,2759,399,2689,404,15,18,0,12,13,15,0,12,0,12,42,39,0,12,42,39,203,107,188,109,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595184002,"Block Group 2, Census Tract 5184, Nassau County, New York",1149,239,1100,237,667,202,58,55,0,12,330,139,0,12,0,12,45,56,0,12,45,56,49,32,9,14,9,14,0,12,0,12,0,12,21,22,10,21,10,21,0,12
1500000US360593027001,"Block Group 1, Census Tract 3027, Nassau County, New York",1393,323,1222,293,507,216,8,12,0,12,707,224,0,12,0,12,0,12,0,12,0,12,171,121,150,118,0,12,0,12,0,12,0,12,21,33,0,12,0,12,0,12
1500000US360595185021,"Block Group 1, Census Tract 5185.02, Nassau County, New York",771,199,714,182,500,163,0,12,0,12,214,98,0,12,0,12,0,12,0,12,0,12,57,70,57,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595205014,"Block Group 4, Census Tract 5205.01, Nassau County, New York",888,422,561,162,497,167,0,12,0,12,47,51,0,12,0,12,17,29,0,12,17,29,327,414,327,414,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595187004,"Block Group 4, Census Tract 5187, Nassau County, New York",666,205,628,195,503,170,0,12,0,12,125,112,0,12,0,12,0,12,0,12,0,12,38,60,38,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594166001,"Block Group 1, Census Tract 4166, Nassau County, New York",927,375,881,376,788,378,18,26,0,12,55,52,0,12,0,12,20,25,7,15,13,19,46,41,19,26,6,12,0,12,0,12,0,12,11,21,10,20,0,12,10,20
1500000US360594081005,"Block Group 5, Census Tract 4081, Nassau County, New York",636,194,514,165,441,158,0,12,0,12,56,89,0,12,0,12,17,29,0,12,17,29,122,152,106,135,0,12,0,12,0,12,0,12,16,30,0,12,0,12,0,12
1500000US360593015002,"Block Group 2, Census Tract 3015, Nassau County, New York",1251,103,1194,101,1131,104,0,12,0,12,53,32,0,12,0,12,10,11,0,12,10,11,57,33,57,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595211004,"Block Group 4, Census Tract 5211, Nassau County, New York",841,234,787,219,787,219,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,61,54,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594141005,"Block Group 5, Census Tract 4141, Nassau County, New York",1353,442,779,412,276,320,461,248,0,12,42,63,0,12,0,12,0,12,0,12,0,12,574,374,268,308,0,12,0,12,0,12,0,12,179,194,127,175,14,21,113,174
1500000US360594050003,"Block Group 3, Census Tract 4050, Nassau County, New York",1150,326,794,302,182,94,207,185,44,73,359,231,0,12,0,12,2,4,2,4,0,12,356,309,63,71,10,16,0,12,0,12,0,12,283,301,0,12,0,12,0,12
1500000US360594143032,"Block Group 2, Census Tract 4143.03, Nassau County, New York",700,367,337,165,220,148,100,116,0,12,0,12,0,12,0,12,17,26,17,26,0,12,363,282,312,279,0,12,0,12,0,12,0,12,51,71,0,12,0,12,0,12
1500000US360593020002,"Block Group 2, Census Tract 3020, Nassau County, New York",2091,186,2035,184,1684,149,16,11,0,12,335,112,0,12,0,12,0,12,0,12,0,12,56,32,51,28,0,12,0,12,0,12,0,12,5,11,0,12,0,12,0,12
1500000US360594164022,"Block Group 2, Census Tract 4164.02, Nassau County, New York",2118,286,1890,292,1722,275,126,63,0,12,13,19,0,12,29,36,0,12,0,12,0,12,228,148,173,142,0,12,0,12,0,12,0,12,55,44,0,12,0,12,0,12
1500000US360594145013,"Block Group 3, Census Tract 4145.01, Nassau County, New York",1029,384,989,375,558,308,382,313,0,12,13,22,0,12,0,12,36,45,0,12,36,45,40,47,40,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594044002,"Block Group 2, Census Tract 4044, Nassau County, New York",1428,317,1334,306,1260,296,0,12,0,12,26,41,0,12,0,12,48,75,0,12,48,75,94,139,0,12,0,12,0,12,0,12,0,12,94,139,0,12,0,12,0,12
1500000US360594167011,"Block Group 1, Census Tract 4167.01, Nassau County, New York",908,259,847,259,762,220,7,15,0,12,7,11,0,12,7,11,64,104,0,12,64,104,61,49,39,36,0,12,0,12,0,12,0,12,0,12,22,34,22,34,0,12
1500000US360594150001,"Block Group 1, Census Tract 4150, Nassau County, New York",1387,359,1367,353,1171,338,22,38,0,12,132,103,0,12,0,12,42,72,0,12,42,72,20,31,20,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594080003,"Block Group 3, Census Tract 4080, Nassau County, New York",1189,314,1022,241,808,234,0,12,0,12,214,169,0,12,0,12,0,12,0,12,0,12,167,224,18,28,0,12,0,12,0,12,0,12,149,219,0,12,0,12,0,12
1500000US360594146004,"Block Group 4, Census Tract 4146, Nassau County, New York",738,312,738,312,683,309,10,16,0,12,45,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594124004,"Block Group 4, Census Tract 4124, Nassau County, New York",1836,356,1757,349,895,305,792,244,0,12,23,36,0,12,0,12,47,73,0,12,47,73,79,88,55,71,0,12,0,12,0,12,0,12,8,12,16,26,16,26,0,12
1500000US360593028005,"Block Group 5, Census Tract 3028, Nassau County, New York",825,244,699,254,395,201,0,12,0,12,304,208,0,12,0,12,0,12,0,12,0,12,126,101,59,68,0,12,0,12,0,12,0,12,0,12,67,87,0,12,67,87
1500000US360594111002,"Block Group 2, Census Tract 4111, Nassau County, New York",934,386,368,136,213,101,114,113,0,12,41,39,0,12,0,12,0,12,0,12,0,12,566,379,102,84,0,12,0,12,0,12,0,12,420,333,44,68,44,68,0,12
1500000US360594131005,"Block Group 5, Census Tract 4131, Nassau County, New York",1065,269,985,265,910,270,45,70,0,12,25,25,5,7,0,12,0,12,0,12,0,12,80,73,64,74,0,12,0,12,0,12,0,12,16,15,0,12,0,12,0,12
1500000US360593033024,"Block Group 4, Census Tract 3033.02, Nassau County, New York",935,194,782,157,736,154,4,5,0,12,34,30,0,12,0,12,8,13,0,12,8,13,153,132,43,50,8,13,0,12,0,12,0,12,102,106,0,12,0,12,0,12
1500000US360593037004,"Block Group 4, Census Tract 3037, Nassau County, New York",1022,357,944,320,932,318,0,12,0,12,12,21,0,12,0,12,0,12,0,12,0,12,78,116,78,116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594161002,"Block Group 2, Census Tract 4161, Nassau County, New York",2313,527,2205,510,2105,516,3,7,0,12,97,101,0,12,0,12,0,12,0,12,0,12,108,127,108,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594062021,"Block Group 1, Census Tract 4062.02, Nassau County, New York",3154,490,3033,483,123,108,2744,500,0,12,17,24,0,12,3,8,146,142,0,12,146,142,121,135,112,135,0,12,0,12,0,12,0,12,8,9,1,2,1,2,0,12
1500000US360594078014,"Block Group 4, Census Tract 4078.01, Nassau County, New York",667,270,601,220,383,185,20,31,0,12,198,107,0,12,0,12,0,12,0,12,0,12,66,70,56,68,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12
1500000US360594070004,"Block Group 4, Census Tract 4070, Nassau County, New York",1213,383,752,324,0,12,752,324,0,12,0,12,0,12,0,12,0,12,0,12,0,12,461,340,107,117,13,19,0,12,0,12,0,12,315,220,26,36,26,36,0,12
1500000US360594154012,"Block Group 2, Census Tract 4154.01, Nassau County, New York",730,170,617,176,607,175,0,12,0,12,10,20,0,12,0,12,0,12,0,12,0,12,113,100,21,30,15,23,0,12,0,12,0,12,61,86,16,21,0,12,16,21
1500000US360594142022,"Block Group 2, Census Tract 4142.02, Nassau County, New York",990,424,466,235,158,132,299,199,0,12,0,12,0,12,0,12,9,15,0,12,9,15,524,317,475,313,0,12,0,12,0,12,0,12,40,49,9,14,9,14,0,12
1500000US360594074013,"Block Group 3, Census Tract 4074.01, Nassau County, New York",1109,541,228,139,53,36,175,134,0,12,0,12,0,12,0,12,0,12,0,12,0,12,881,531,407,379,0,12,139,216,0,12,0,12,265,259,70,74,21,32,49,67
1500000US360595205021,"Block Group 1, Census Tract 5205.02, Nassau County, New York",801,159,765,162,738,156,0,12,0,12,27,42,0,12,0,12,0,12,0,12,0,12,36,39,13,20,0,12,0,12,0,12,0,12,23,35,0,12,0,12,0,12
1500000US360594112002,"Block Group 2, Census Tract 4112, Nassau County, New York",1370,420,1358,418,1344,417,0,12,0,12,14,23,0,12,0,12,0,12,0,12,0,12,12,20,11,20,0,12,0,12,1,3,0,12,0,12,0,12,0,12,0,12
1500000US360594054004,"Block Group 4, Census Tract 4054, Nassau County, New York",1871,461,1243,462,716,274,55,84,0,12,309,290,0,12,0,12,163,200,0,12,163,200,628,348,273,252,0,12,0,12,0,12,0,12,355,391,0,12,0,12,0,12
1500000US360593006001,"Block Group 1, Census Tract 3006, Nassau County, New York",570,145,570,145,446,159,0,12,0,12,97,74,0,12,0,12,27,40,0,12,27,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360593010003,"Block Group 3, Census Tract 3010, Nassau County, New York",1394,167,1320,162,1214,161,33,48,0,12,49,50,0,12,9,13,15,23,0,12,15,23,74,65,61,55,0,12,0,12,0,12,0,12,13,23,0,12,0,12,0,12
1500000US360594150002,"Block Group 2, Census Tract 4150, Nassau County, New York",1474,386,1391,374,1390,373,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,109,71,86,0,12,0,12,0,12,0,12,12,26,0,12,0,12,0,12
1500000US360594044005,"Block Group 5, Census Tract 4044, Nassau County, New York",664,215,652,215,595,210,0,12,0,12,18,21,0,12,0,12,39,30,0,12,39,30,12,19,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594071012,"Block Group 2, Census Tract 4071.01, Nassau County, New York",1731,685,1048,441,114,95,870,448,0,12,59,77,0,12,0,12,5,18,5,18,0,12,683,494,90,125,0,12,0,12,0,12,0,12,580,471,13,20,13,20,0,12
1500000US360594087004,"Block Group 4, Census Tract 4087, Nassau County, New York",769,232,676,230,608,209,0,12,0,12,68,108,0,12,0,12,0,12,0,12,0,12,93,97,93,97,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594079002,"Block Group 2, Census Tract 4079, Nassau County, New York",1337,431,1246,406,981,346,0,12,0,12,265,205,0,12,0,12,0,12,0,12,0,12,91,171,0,12,91,171,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594086001,"Block Group 1, Census Tract 4086, Nassau County, New York",1567,380,1179,330,1046,344,96,149,0,12,0,12,0,12,11,17,26,42,0,12,26,42,388,271,109,94,0,12,0,12,0,12,0,12,271,254,8,13,8,13,0,12
1500000US360594164021,"Block Group 1, Census Tract 4164.02, Nassau County, New York",992,204,927,203,902,205,14,22,0,12,0,12,0,12,0,12,11,16,0,12,11,16,65,61,10,15,10,17,0,12,0,12,0,12,45,55,0,12,0,12,0,12
1500000US360594043003,"Block Group 3, Census Tract 4043, Nassau County, New York",1010,250,839,239,444,170,28,42,0,12,301,206,0,12,6,42,60,62,0,12,60,62,171,83,145,87,0,12,0,12,0,12,0,12,26,26,0,12,0,12,0,12
1500000US360593004001,"Block Group 1, Census Tract 3004, Nassau County, New York",1540,484,1154,395,1074,397,0,12,0,12,80,67,0,12,0,12,0,12,0,12,0,12,386,367,54,69,48,78,0,12,0,12,0,12,284,356,0,12,0,12,0,12
1500000US360594114006,"Block Group 6, Census Tract 4114, Nassau County, New York",735,246,685,264,580,240,105,152,0,12,0,12,0,12,0,12,0,12,0,12,0,12,50,89,50,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594141004,"Block Group 4, Census Tract 4141, Nassau County, New York",1495,580,1014,298,146,111,848,308,0,12,0,12,0,12,0,12,20,14,0,12,20,14,481,483,447,510,0,12,0,12,0,12,0,12,0,12,34,56,0,12,34,56
1500000US360595203002,"Block Group 2, Census Tract 5203, Nassau County, New York",969,298,774,280,478,151,11,16,0,12,285,291,0,12,0,12,0,12,0,12,0,12,195,129,195,129,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594110001,"Block Group 1, Census Tract 4110, Nassau County, New York",501,266,267,127,142,89,102,69,0,12,0,12,0,12,21,39,2,4,0,12,2,4,234,213,0,12,0,12,41,78,0,12,0,12,193,212,0,12,0,12,0,12
1500000US360594091004,"Block Group 4, Census Tract 4091, Nassau County, New York",1231,289,984,277,853,301,0,12,0,12,62,69,0,12,0,12,69,115,0,12,69,115,247,141,174,129,0,12,0,12,0,12,0,12,73,112,0,12,0,12,0,12
1500000US360594081003,"Block Group 3, Census Tract 4081, Nassau County, New York",728,282,605,260,300,169,0,12,0,12,305,205,0,12,0,12,0,12,0,12,0,12,123,139,123,139,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594077003,"Block Group 3, Census Tract 4077, Nassau County, New York",1150,266,1083,267,886,262,5,9,0,12,168,95,0,12,0,12,24,34,0,12,24,34,67,63,31,37,0,12,0,12,0,12,0,12,36,52,0,12,0,12,0,12
1500000US360594130011,"Block Group 1, Census Tract 4130.01, Nassau County, New York",1325,311,1189,326,1057,309,10,19,98,121,24,38,0,12,0,12,0,12,0,12,0,12,136,129,116,132,0,12,0,12,0,12,0,12,20,29,0,12,0,12,0,12
1500000US360594069003,"Block Group 3, Census Tract 4069, Nassau County, New York",1936,494,979,331,39,28,794,321,12,18,52,61,0,12,18,26,64,104,0,12,64,104,957,442,116,129,23,38,0,12,0,12,0,12,774,444,44,71,0,12,44,71
1500000US360594082007,"Block Group 7, Census Tract 4082, Nassau County, New York",785,244,504,238,466,234,0,12,0,12,38,63,0,12,0,12,0,12,0,12,0,12,281,178,212,168,0,12,0,12,0,12,0,12,69,127,0,12,0,12,0,12
1500000US360595198023,"Block Group 3, Census Tract 5198.02, Nassau County, New York",1555,266,1432,273,1063,258,63,65,0,12,258,119,0,12,0,12,48,72,48,72,0,12,123,109,123,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360595191003,"Block Group 3, Census Tract 5191, Nassau County, New York",933,392,864,447,649,391,0,12,0,12,200,225,0,12,0,12,15,23,15,23,0,12,69,110,21,35,0,12,0,12,0,12,0,12,9,20,39,85,0,12,39,85
1500000US360594158023,"Block Group 3, Census Tract 4158.02, Nassau County, New York",698,225,671,220,671,220,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,45,27,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360594047003,"Block Group 3, Census Tract 4047, Nassau County, New York",1034,211,861,158,760,156,22,40,0,12,44,31,0,12,16,28,19,18,0,12,19,18,173,125,94,89,0,12,0,12,0,12,0,12,79,88,0,12,0,12,0,12
